area_m2,avg_points_per_visit,cell_id,centroid_lat,centroid_lon,dist_to_road_m,dist_to_settlement_m,dist_to_water_m,entry_count,pct_crops,pct_forest,pct_settlements,pct_water,rail_length_m,road_length_m,unique_trajectory_count,visit_count
250076.6943359375,9.0,R000C000,10.75157164,76.62525892000001,14383.954932348655,29148.47936845627,17473.015587262067,3,0.0,0.0,0.0,32.25000002793405,0.0,2255.442447891071,1,9
250076.6943359375,3.0,R000C001,10.75157164,76.62983212,13884.615048709355,28716.988393372558,17012.785081057744,4,0.0,0.0,0.0,29.750000025768614,0.0,0.0,2,6
250071.2255859375,4.0,R000C002,10.75157164,76.63440526,13385.34214881049,28287.764342548642,16554.876489618975,3,0.0,0.0,0.0,26.750000070408458,0.0,0.0,1,4
250076.6953125,8.0,R000C003,10.75157164,76.63897842,12886.134522256414,27860.904189320398,16099.479382119305,5,0.0,0.0,0.0,28.7499999126322,0.0,0.0,2,16
250071.2265625,4.0,R000C004,10.75157164,76.64355155999999,12387.004691122958,27436.52208759886,15646.817205102763,5,0.0,0.0,0.0,25.249999967855597,0.0,0.0,2,8
250076.693359375,3.5,R000C005,10.75157164,76.64812472,11887.957813732146,27014.62288978969,15197.130213196588,3,0.0,0.0,0.0,5.250000025048926,0.0,1948.314983561818,2,7
250076.6953125,1.5,R000C006,10.75157164,76.65269792000001,11389.002901077043,26595.406591942472,14750.688789444865,3,0.0,0.0,0.0,0.0,0.0,1942.220156658033,2,3
250071.2255859375,8.5,R000C007,10.75157164,76.65727106,10890.164103278088,26179.03812600465,14307.80685014471,4,0.0,0.0,0.0,0.0,0.0,0.0,2,17
250076.6943359375,2.0,R000C008,10.75157164,76.66184422,10391.448472018667,25765.64111325181,13868.817048152072,2,5.912158131427818,0.0,0.0,0.0,0.0,0.0,2,4
250076.6943359375,1.0,R000C009,10.75157164,76.66641741999999,9892.872786061405,25355.220912401648,13434.099295309712,1,0.0,0.0,0.0,0.8491458652415965,0.0,0.0,1,1
250071.2255859375,0,R000C010,10.75157164,76.67099055999999,9394.470921773527,24948.08122811978,13004.091886690638,0,0.0,0.0,0.0,10.104835814219328,0.0,0.0,0,0
250076.6943359375,0,R000C011,10.75157164,76.67556371999999,8896.262273425311,24544.377879337088,12579.26971802424,0,0.0,0.0,0.0,0.0,0.0,1320.2332744977025,0,0
250071.2265625,0,R000C012,10.75157164,76.68013685999999,8398.285972670086,24144.19063219171,12160.180157480127,0,0.0,0.0,0.0,0.0,0.0,2615.4568480904554,0,0
250076.6943359375,7.0,R000C013,10.75157164,76.68471002,7900.581187130689,23747.716674382442,11747.43289326861,2,0.0,0.0,0.0,0.0,0.0,1259.856862238743,1,7
250076.693359375,10.0,R000C014,10.75157164,76.68928322000001,7403.200946462336,23355.219618440435,11341.718903572146,4,0.0,0.0,0.0,0.0,0.0,2472.607098064797,1,10
250071.2265625,1.0,R000C015,10.75157164,76.69385636000001,6906.227184087417,22966.802666027084,10943.829646635191,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1
250076.6953125,2.0,R000C016,10.75157164,76.69842952,6409.744232113155,22582.70043257729,10554.642430761802,1,0.0,0.0,0.0,0.0,0.0,0.0,1,2
250071.2255859375,2.0,R000C017,10.75157164,76.70300266000001,5913.8805946655975,22203.221746414434,10175.063495142103,1,0.0,0.0,0.0,0.0,0.0,0.0,1,2
250076.6943359375,7.0,R000C018,10.75157164,76.70757582,5418.80135906877,21828.43570159227,9805.775279605234,3,0.0,0.0,0.0,0.0,0.0,0.0,1,7
250076.6943359375,3.0,R000C019,10.75157164,76.71214902,4924.741604700659,21458.718283561633,9448.532811810868,2,0.0,0.0,0.0,0.0,0.0,0.0,1,3
250071.2275390625,3.0,R000C020,10.75157164,76.71672215999999,4432.054519438507,21094.30632641318,9104.762195768413,2,0.0,0.0,0.0,5.325422291655648,0.0,0.0,1,3
250076.693359375,3.0,R000C021,10.75157164,76.72129532,3941.2438558778304,20735.404249747884,8776.039980114436,1,0.0,0.0,0.0,0.0,0.0,0.0,1,3
250071.2255859375,0,R000C022,10.75157164,76.72586845999999,3453.1150319729704,20382.44852576608,8464.12269408539,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
250076.6943359375,0,R000C023,10.75157164,76.73044162,2968.985781452018,20035.522197208513,8170.932220365786,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
